City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Hounde,BF,2021-01-28 21:16:04,11.5,-3.5167,78.91,15,0,5.44
295,Oistins,BB,2021-01-28 21:16:04,13.0667,-59.5333,80.6,65,40,14.97
296,Insar,RU,2021-01-28 21:16:05,53.8653,44.3738,24.22,97,100,10.31
297,Namibe,AO,2021-01-28 21:16:05,-15.1961,12.1522,74.53,75,98,9.55
298,Poum,NC,2021-01-28 21:16:05,-20.2333,164.0167,80.22,77,20,8.52
299,Ambon,ID,2021-01-28 21:16:05,-3.6954,128.1814,78.8,83,40,5.75
300,Carinhanha,BR,2021-01-28 21:16:05,-14.3047,-43.765,84.7,41,1,4.81
301,Butembo,CD,2021-01-28 21:16:05,0.15,29.2833,59.22,87,74,2.53
302,Tautira,PF,2021-01-28 21:16:06,-17.7333,-149.15,86.0,62,40,8.05
303,Marshall,US,2021-01-28 21:16:06,34.3834,-86.3333,44.01,48,1,11.5
304,Dicabisagan,PH,2021-01-28 21:16:06,17.0818,122.4157,70.79,85,53,11.77
305,Caohe,CN,2021-01-28 21:16:06,30.2297,115.4335,38.64,73,0,3.36
306,Zwedru,LR,2021-01-28 21:16:06,6.0667,-8.1281,76.24,82,0,4.97
307,Buxtehude,DE,2021-01-28 21:16:07,53.45,9.7,30.99,80,90,2.3
308,Nueva Concepcion,GT,2021-01-28 21:16:07,14.2,-91.3,93.2,49,75,13.8
309,Grenfell,AU,2021-01-28 21:16:07,-33.9,148.1667,63.43,84,100,13.76
310,Lexington,US,2021-01-28 21:13:21,37.9887,-84.4777,28.0,63,90,6.91
311,Katsuura,JP,2021-01-28 21:16:07,35.1333,140.3,51.8,62,20,37.98
312,Zhezkazgan,KZ,2021-01-28 21:16:07,47.8043,67.7144,12.2,94,0,7.65
313,Ntungamo,UG,2021-01-28 21:16:07,-0.8833,29.65,67.6,62,62,4.12
314,Qaqortoq,GL,2021-01-28 21:16:07,60.7167,-46.0333,44.6,31,75,33.38
315,Sola,VU,2021-01-28 21:16:08,-13.8833,167.55,80.6,94,90,1.5
316,Vakhrushev,RU,2021-01-28 21:16:08,48.9833,142.9667,-5.24,86,62,4.47
317,Pabbi,PK,2021-01-28 21:16:08,34.0106,71.7989,46.4,66,0,4.61
318,Batagay-Alyta,RU,2021-01-28 21:16:08,67.8006,130.4114,-41.57,79,22,1.72
319,Alice Springs,AU,2021-01-28 21:12:08,-23.7,133.8833,82.0,44,98,5.75
320,Gao,ML,2021-01-28 21:16:08,16.6362,1.637,71.74,17,0,14.61
321,Corrente,BR,2021-01-28 21:16:08,-3.7367,-43.3394,76.91,93,100,1.97
322,Drummondville,CA,2021-01-28 21:16:09,45.8834,-72.4824,19.4,62,100,9.22
323,Katobu,ID,2021-01-28 21:16:09,-4.9408,122.5276,75.61,92,100,5.61
324,Korem,ET,2021-01-28 21:16:09,12.5058,39.5228,47.53,57,0,0.85
325,Zorgo,BF,2021-01-28 21:16:09,12.2489,-0.6158,77.4,15,5,9.8
326,Tenenkou,ML,2021-01-28 21:16:09,14.4572,-4.9169,73.67,14,0,10.25
327,Carnarvon,AU,2021-01-28 21:16:09,-24.8667,113.6333,73.4,88,0,14.97
328,Rongcheng,CN,2021-01-28 21:16:09,30.634,117.8517,35.67,80,0,3.2
329,Sitka,US,2021-01-28 21:16:09,57.0531,-135.33,33.8,55,75,5.75
330,Roebourne,AU,2021-01-28 21:16:10,-20.7833,117.1333,82.63,73,0,9.71
331,Tazovskiy,RU,2021-01-28 21:16:10,67.4667,78.7,-38.88,79,100,11.65
332,Dong Hoi,VN,2021-01-28 21:16:10,17.4833,106.6,66.36,87,74,11.23
333,Huntsville,US,2021-01-28 21:16:10,34.7304,-86.5861,43.0,42,1,8.05
334,Teguise,ES,2021-01-28 21:16:10,29.0605,-13.564,66.2,82,0,2.3
335,Bambous Virieux,MU,2021-01-28 21:16:10,-20.3428,57.7575,77.0,88,75,5.75
336,Manzhouli,CN,2021-01-28 21:16:10,49.6,117.4333,-19.12,83,84,3.4
337,Nome,US,2021-01-28 21:16:10,64.5011,-165.4064,14.0,62,90,6.91
338,Seymchan,RU,2021-01-28 21:16:11,62.8833,152.4333,-24.54,84,100,3.51
339,Flinders,AU,2021-01-28 21:16:11,-34.5833,150.8552,66.99,92,100,1.01
340,Ixtapa,MX,2021-01-28 21:16:11,20.7,-105.2,80.6,54,75,9.22
341,Cacule,BR,2021-01-28 21:16:11,-14.5033,-42.2222,81.09,49,93,4.47
342,Dese,ET,2021-01-28 21:16:11,11.1333,39.6333,49.96,49,0,2.19
343,Shenjiamen,CN,2021-01-28 21:16:11,29.9576,122.298,37.81,75,0,17.6
344,Mapiripan,CO,2021-01-28 21:16:12,2.8892,-72.1256,88.68,48,8,9.64
345,Ambilobe,MG,2021-01-28 21:16:12,-13.2,49.05,74.79,91,81,1.61
346,Sosnovskoye,RU,2021-01-28 21:16:12,55.8052,43.167,28.4,74,20,8.95
347,Coahuayana,MX,2021-01-28 21:16:12,18.7333,-103.6833,87.8,45,40,7.65
348,General Roca,AR,2021-01-28 21:16:12,-39.0333,-67.5833,75.2,31,0,6.91
349,Iquique,CL,2021-01-28 21:13:58,-20.2208,-70.1431,73.4,60,40,11.5
350,Sabang,ID,2021-01-28 21:16:12,5.8933,95.3214,81.81,74,100,14.45
351,Yakeshi,CN,2021-01-28 21:16:12,49.2833,120.7333,-26.5,84,100,3.4
352,San Quintin,MX,2021-01-28 21:16:13,30.4833,-115.95,62.44,51,69,7.23
353,Port Hawkesbury,CA,2021-01-28 21:16:13,45.6169,-61.3485,26.01,68,90,5.75
354,Yenagoa,NG,2021-01-28 21:16:13,4.9247,6.2642,78.24,86,93,5.57
355,Te Anau,NZ,2021-01-28 21:16:13,-45.4167,167.7167,46.22,78,88,3.4
356,Inongo,CD,2021-01-28 21:16:13,-1.95,18.2667,74.57,87,60,2.46
357,Vuktyl,RU,2021-01-28 21:16:13,63.8567,57.3094,-7.89,90,95,6.53
358,Salalah,OM,2021-01-28 21:16:13,17.0151,54.0924,71.6,60,26,2.3
359,Ballina,AU,2021-01-28 21:16:14,-28.8667,153.5667,77.0,69,40,9.22
360,Raga,SS,2021-01-28 21:16:14,8.4596,25.678,75.85,19,0,4.34
361,Alyangula,AU,2021-01-28 21:16:14,-13.8483,136.4192,82.4,78,100,6.91
362,Vanavara,RU,2021-01-28 21:16:14,60.34,102.2797,-42.83,79,19,5.12
363,Perth,AU,2021-01-28 21:14:38,-31.9333,115.8333,66.99,59,0,26.46
364,Kununurra,AU,2021-01-28 21:16:14,-15.7667,128.7333,77.0,100,75,6.91
365,Pombas,CV,2021-01-28 21:16:14,17.1503,-25.0201,71.6,78,20,18.41
366,Tekeli,KZ,2021-01-28 21:16:15,44.83,78.8239,18.54,76,0,8.46
367,Guerrero Negro,MX,2021-01-28 21:16:15,27.9769,-114.0611,71.17,25,0,5.86
368,Los Llanos De Aridane,ES,2021-01-28 21:16:07,28.6585,-17.9182,66.0,88,75,5.75
369,Yaan,NG,2021-01-28 21:16:15,7.3833,8.5667,82.08,14,100,2.91
370,Avera,US,2021-01-28 21:16:15,33.194,-82.5271,53.6,37,1,8.05
371,Lorengau,PG,2021-01-28 21:16:15,-2.0226,147.2712,81.63,76,98,5.35
372,Pingxiang,CN,2021-01-28 21:16:15,27.6167,113.85,41.86,73,0,3.15
373,Hirara,JP,2021-01-28 21:16:16,24.8,125.2833,57.38,75,10,30.56
374,Jitotol,MX,2021-01-28 21:16:16,17.0333,-92.8667,89.6,25,40,14.97
375,Taltal,CL,2021-01-28 21:16:16,-25.4,-70.4833,70.09,62,24,6.13
376,Yuzhno-Kurilsk,RU,2021-01-28 21:16:16,44.0306,145.8556,26.94,92,100,18.86
377,Anadyr,RU,2021-01-28 21:16:16,64.75,177.4833,5.0,78,75,15.66
378,Caluquembe,AO,2021-01-28 21:16:16,-13.7833,14.6833,61.05,63,99,4.76
379,Tokur,RU,2021-01-28 21:16:16,53.1333,132.9,-31.92,86,58,1.72
380,Ginda,IN,2021-01-28 21:16:16,30.6945,78.4932,37.51,51,0,7.18
381,Dubbo,AU,2021-01-28 21:16:17,-32.25,148.6167,69.8,73,75,10.36
382,Omboue,GA,2021-01-28 21:16:17,-1.5746,9.2618,77.34,89,100,4.65
383,Polyarnyy,RU,2021-01-28 21:16:17,69.1989,33.4478,5.0,72,0,8.95
384,Souillac,MU,2021-01-28 21:16:17,-20.5167,57.5167,77.0,88,75,5.75
385,Gladstone,AU,2021-01-28 21:16:17,-23.85,151.25,75.2,78,40,5.75
386,Buraydah,SA,2021-01-28 21:12:58,26.326,43.975,66.2,59,40,2.3
387,Chokurdakh,RU,2021-01-28 21:16:17,70.6333,147.9167,-18.6,88,100,7.23
388,Nakhon Phanom,TH,2021-01-28 21:16:18,17.3333,104.4167,60.91,78,86,7.99
389,Lima,PE,2021-01-28 21:12:57,-12.0432,-77.0282,77.0,61,0,11.5
390,Iqaluit,CA,2021-01-28 21:16:18,63.7506,-68.5145,-11.2,70,1,27.63
391,Yantal,RU,2021-01-28 21:16:18,56.8471,105.2542,-31.31,81,100,2.44
392,Honningsvag,NO,2021-01-28 21:16:18,70.9821,25.9704,24.8,63,40,21.85
393,Spirit River,CA,2021-01-28 21:16:18,55.7833,-118.8361,-5.01,77,71,1.14
394,Tuatapere,NZ,2021-01-28 21:16:18,-46.1333,167.6833,48.0,80,94,8.01
395,Faro,PT,2021-01-28 21:16:19,37.0194,-7.9322,55.4,100,0,6.8
396,Skjervoy,NO,2021-01-28 21:16:19,70.0311,20.9714,23.0,74,40,34.52
397,Flin Flon,CA,2021-01-28 21:15:01,54.7682,-101.865,5.0,78,90,9.22
398,Sao Felix Do Xingu,BR,2021-01-28 21:16:19,-6.6447,-51.995,72.5,96,100,0.54
399,San Lorenzo,PY,2021-01-28 21:12:28,-25.3333,-57.5333,75.2,88,75,2.3
400,Ulladulla,AU,2021-01-28 21:16:19,-35.35,150.4667,64.4,100,75,11.3
401,Jabinyanah,TN,2021-01-28 21:16:19,35.035,10.9081,55.4,82,20,3.04
402,Gantt,US,2021-01-28 21:16:19,34.8001,-82.4243,46.4,34,1,10.36
403,Vanimo,PG,2021-01-28 21:16:20,-2.6741,141.3028,78.04,82,98,3.36
404,Amazar,RU,2021-01-28 21:16:20,53.858,120.875,-31.38,78,42,2.53
405,Petropavlovsk-Kamchatskiy,RU,2021-01-28 21:16:20,53.0452,158.6483,14.0,85,1,6.71
406,Betsiamites,CA,2021-01-28 21:16:20,48.9413,-68.646,19.4,63,90,6.91
407,Joshimath,IN,2021-01-28 21:16:20,30.5667,79.5667,35.15,52,0,6.58
408,Vao,NC,2021-01-28 21:16:20,-22.6667,167.4833,76.84,83,60,21.54
409,Sao Francisco,BR,2021-01-28 21:16:20,-15.9486,-44.8644,79.41,61,14,4.32
410,Pasighat,IN,2021-01-28 21:16:21,28.0667,95.3333,56.8,37,0,3.6
411,Lethem,GY,2021-01-28 21:16:21,3.3803,-59.7968,87.57,45,75,14.29
412,Severnyy,RU,2021-01-28 21:16:21,50.677,36.5532,35.6,87,75,8.95
413,Escanaba,US,2021-01-28 21:16:21,45.7453,-87.0646,19.99,53,1,4.61
414,Sabzevar,IR,2021-01-28 21:16:21,36.2126,57.6819,40.3,59,0,2.35
415,Svetlaya,RU,2021-01-28 21:16:21,46.5389,138.3297,10.42,93,100,20.18
416,Zhanaozen,KZ,2021-01-28 21:16:21,43.3,52.8,42.21,60,100,28.77
417,Aklavik,CA,2021-01-28 21:16:22,68.2191,-135.0107,-25.6,75,20,6.91
418,Vardo,NO,2021-01-28 21:16:22,70.3705,31.1107,23.0,68,20,27.63
419,Bilibino,RU,2021-01-28 21:16:22,68.0546,166.4372,-18.09,81,100,7.61
420,Nizhnevartovsk,RU,2021-01-28 21:16:22,60.9344,76.5531,-7.6,77,40,4.47
421,Fort Dodge,US,2021-01-28 21:16:22,42.4975,-94.168,24.8,74,90,12.66
422,Yukamenskoye,RU,2021-01-28 21:16:22,57.8865,52.2416,17.82,97,100,6.62
423,Naze,JP,2021-01-28 21:16:22,28.3667,129.4833,49.37,83,80,22.91
424,Gerash,IR,2021-01-28 21:16:22,27.6652,54.1371,48.2,40,0,4.61
425,Marsh Harbour,BS,2021-01-28 21:16:23,26.5412,-77.0636,66.36,67,32,30.18
426,Kalundborg,DK,2021-01-28 21:16:23,55.6795,11.0886,28.99,80,72,5.99
427,Monrovia,LR,2021-01-28 21:13:52,6.3005,-10.7969,78.8,94,20,8.08
428,Jutai,BR,2021-01-28 21:16:23,-5.1833,-68.9,87.06,66,97,1.99
429,Tadine,NC,2021-01-28 21:16:23,-21.55,167.8833,79.56,79,61,17.98
430,Skegness,GB,2021-01-28 21:16:23,53.1436,0.3363,48.0,100,75,8.05
431,Oktyabrskoye,RU,2021-01-28 21:16:23,43.0645,44.7417,41.0,87,100,6.71
432,Ahipara,NZ,2021-01-28 21:16:23,-35.1667,173.1667,63.95,64,59,16.67
433,Teknaf,BD,2021-01-28 21:16:24,20.8624,92.3058,61.21,66,1,5.1
434,Parrita,CR,2021-01-28 21:15:47,9.5201,-84.3225,77.0,60,20,23.02
435,Srednekolymsk,RU,2021-01-28 21:16:24,67.45,153.6833,-17.27,88,100,8.19
436,Kanlagay,PH,2021-01-28 21:16:24,5.8757,121.2915,79.79,82,35,8.32
437,Chirongui,YT,2021-01-28 21:16:24,-12.9319,45.1483,78.8,83,0,2.01
438,Chaman,PK,2021-01-28 21:16:24,30.9236,66.4512,38.44,57,0,1.43
439,Deputatskiy,RU,2021-01-28 21:16:24,69.3,139.9,-38.29,80,89,3.53
440,Berberati,CF,2021-01-28 21:16:25,4.2612,15.7922,74.93,39,100,1.95
441,Fukue,JP,2021-01-28 21:16:25,32.6881,128.8419,37.35,82,100,30.49
442,Tanout,NE,2021-01-28 21:16:25,14.9709,8.8879,66.42,25,0,14.36
443,Kieta,PG,2021-01-28 21:16:25,-6.2167,155.6333,81.84,80,98,12.86
444,Sao Jose Da Coroa Grande,BR,2021-01-28 21:16:25,-8.8978,-35.1478,79.14,77,21,8.75
445,Luena,AO,2021-01-28 21:16:25,-11.7833,19.9167,63.95,96,100,9.31
446,Tigil,RU,2021-01-28 21:16:25,57.8,158.6667,-12.69,90,100,3.87
447,Kabompo,ZM,2021-01-28 21:16:26,-13.5927,24.2008,65.14,92,100,2.13
448,Kaohsiung,TW,2021-01-28 21:16:26,22.6163,120.3133,59.0,72,75,1.14
449,Kalabo,ZM,2021-01-28 21:16:26,-14.97,22.6814,66.45,94,35,6.4
450,Copiapo,CL,2021-01-28 21:15:53,-27.3667,-70.3333,64.4,72,75,12.66
451,Lar,IN,2021-01-28 21:16:26,26.2039,83.9717,47.43,54,0,5.08
452,Mount Isa,AU,2021-01-28 21:16:26,-20.7333,139.5,77.0,65,82,3.44
453,Odweyne,SO,2021-01-28 21:16:26,9.4092,45.064,66.02,49,0,2.66
454,Uruguaiana,BR,2021-01-28 21:15:53,-29.7547,-57.0883,89.6,51,20,13.8
455,Aras,ES,2021-01-28 21:16:27,42.5617,-2.356,51.8,87,0,5.23
456,Troitsko-Pechorsk,RU,2021-01-28 21:16:27,62.7084,56.1964,12.36,96,98,6.44
457,Kuala Terengganu,MY,2021-01-28 21:16:27,5.3302,103.1408,77.0,94,40,2.3
458,Nanortalik,GL,2021-01-28 21:16:27,60.1432,-45.2371,30.45,92,100,3.78
459,Gorin,RU,2021-01-28 21:16:27,51.1983,136.6669,-20.42,87,37,0.6
460,Eureka,US,2021-01-28 21:15:18,40.8021,-124.1637,48.99,81,100,5.01
461,Asau,RO,2021-01-28 21:16:27,46.4333,26.4,30.2,59,0,6.91
462,Sisimiut,GL,2021-01-28 21:16:27,66.9395,-53.6735,9.52,78,0,10.78
463,Soe,ID,2021-01-28 21:16:08,-9.8607,124.284,67.95,97,100,4.07
464,Beira,MZ,2021-01-28 21:16:28,-19.8436,34.8389,82.4,89,20,9.22
465,Atar,MR,2021-01-28 21:16:04,20.5169,-13.0499,71.51,22,0,8.93
466,Turkistan,KZ,2021-01-28 21:16:28,43.0,68.0,25.0,90,0,10.78
467,Pecos,US,2021-01-28 21:16:28,31.4229,-103.4932,59.0,23,1,4.61
468,Lulea,SE,2021-01-28 21:15:13,65.5842,22.1547,6.8,92,75,5.75
469,Chegdomyn,RU,2021-01-28 21:16:28,51.1167,133.0167,-28.23,83,30,0.94
470,Udachnyy,RU,2021-01-28 21:16:28,66.4167,112.4,-41.39,79,72,3.98
471,San Carlos De Bariloche,AR,2021-01-28 21:16:29,-41.1456,-71.3082,66.0,44,75,23.02
472,Puerto Baquerizo Moreno,EC,2021-01-28 21:16:29,-0.9,-89.6,78.8,94,90,9.22
473,Xuddur,SO,2021-01-28 21:16:29,4.1213,43.8894,73.06,58,0,16.78
474,Rajula,IN,2021-01-28 21:16:29,21.05,71.4333,60.15,32,0,13.94
475,Menfi,IT,2021-01-28 21:16:29,37.6066,12.9678,54.0,98,68,5.01
476,Nyimba,ZM,2021-01-28 21:16:29,-14.5566,30.8149,71.8,79,99,2.44
477,Bonanza,NI,2021-01-28 21:16:29,14.0289,-84.591,79.25,71,69,6.06
478,Vypolzovo,RU,2021-01-28 21:16:29,57.8767,33.6986,25.14,98,100,6.15
479,Sibu,MY,2021-01-28 21:16:30,2.3,111.8167,75.2,94,40,0.47
480,Bilma,NE,2021-01-28 21:16:30,18.6853,12.9164,65.64,25,0,10.27
481,Kizema,RU,2021-01-28 21:16:30,61.113,44.8302,21.96,98,100,4.21
482,Ahuimanu,US,2021-01-28 21:13:27,21.4447,-157.8378,78.8,78,75,14.97
483,Chifeng,CN,2021-01-28 21:16:30,42.2683,118.9636,-11.87,78,0,2.57
484,Merauke,ID,2021-01-28 21:16:30,-8.4667,140.3333,81.1,80,100,14.99
485,Sotnikovskoye,RU,2021-01-28 21:16:30,45.0039,43.7772,39.67,85,99,9.48
486,Gornyak,RU,2021-01-28 21:16:31,50.9942,81.4661,13.75,95,99,12.21
487,Nanakuli,US,2021-01-28 21:16:31,21.3906,-158.1547,80.6,57,40,12.66
488,Puerto Escondido,MX,2021-01-28 21:16:31,15.85,-97.0667,84.2,70,75,6.91
489,Zaragoza,ES,2021-01-28 21:11:38,41.6561,-0.8773,60.01,82,0,6.93
490,Batagay,RU,2021-01-28 21:16:31,67.6333,134.6333,-49.14,74,25,2.37
491,Kananga,CD,2021-01-28 21:16:31,-5.8958,22.4178,65.43,96,100,3.38
492,Tessalit,ML,2021-01-28 21:16:31,20.1986,1.0114,68.95,22,0,11.92
493,Victor Harbor,AU,2021-01-28 21:16:32,-35.5667,138.6167,66.0,89,73,3.53
494,Houma,US,2021-01-28 21:16:32,29.5958,-90.7195,57.0,47,1,13.8
495,Alamos,MX,2021-01-28 21:16:32,27.0167,-108.9333,72.0,57,98,7.11
496,South Charleston,US,2021-01-28 21:16:32,38.3684,-81.6996,28.99,63,90,8.05
497,Santiago De Cao,PE,2021-01-28 21:16:32,-7.9589,-79.2392,71.6,78,0,9.22
498,Meridian,US,2021-01-28 21:12:53,43.6121,-116.3915,53.6,37,90,19.57
499,Havre-Saint-Pierre,CA,2021-01-28 21:16:32,50.2334,-63.5986,14.0,67,1,3.44
500,Koosa,EE,2021-01-28 21:16:33,58.5255,27.0795,28.99,93,90,3.44
501,Kismayo,SO,2021-01-28 21:16:33,-0.3582,42.5454,77.63,83,0,14.74
502,Rio Gallegos,AR,2021-01-28 21:16:33,-51.6226,-69.2181,50.0,53,40,17.27
503,Fairbanks,US,2021-01-28 21:15:18,64.8378,-147.7164,-2.0,76,1,2.15
504,Kamenka,RU,2021-01-28 21:16:33,51.3223,42.7678,28.09,98,100,9.08
505,Olinda,BR,2021-01-28 21:16:33,-8.0089,-34.8553,78.8,69,20,11.5
506,Biltine,TD,2021-01-28 21:16:33,14.5333,20.9167,73.27,16,53,16.58
507,Uige,AO,2021-01-28 21:16:33,-7.6087,15.0613,67.06,93,44,0.87
508,Saint-Georges,GD,2021-01-28 21:16:34,12.0564,-61.7485,82.4,74,20,20.71
509,Whitehorse,CA,2021-01-28 21:16:34,60.7161,-135.0538,-6.0,77,75,20.71
510,Nouakchott,MR,2021-01-28 21:16:34,18.0858,-15.9785,75.2,12,0,10.36
511,Durango,MX,2021-01-28 21:12:38,24.8333,-104.8333,72.57,23,87,6.85
512,Parabel,RU,2021-01-28 21:16:34,58.6978,81.4825,5.47,95,100,5.19
513,Bairiki,KI,2021-01-28 21:16:34,1.3292,172.9752,82.4,74,20,9.22
514,Babstovo,RU,2021-01-28 21:16:34,48.1167,132.4833,-12.77,87,94,5.88
515,Domodossola,IT,2021-01-28 21:16:34,46.1165,8.2931,45.0,86,52,7.18
516,Chingirlau,KZ,2021-01-28 21:16:35,51.095,54.0814,20.32,93,100,16.75
517,Havoysund,NO,2021-01-28 21:16:35,70.9963,24.6622,24.8,63,40,21.85
518,Matara,LK,2021-01-28 21:16:18,5.9485,80.5353,76.46,85,55,1.74
519,Baracoa,CU,2021-01-28 21:15:27,20.3467,-74.4958,77.88,64,0,5.97
520,Manokwari,ID,2021-01-28 21:16:35,-0.8667,134.0833,78.04,80,100,10.83
521,Zhigansk,RU,2021-01-28 21:16:35,66.7697,123.3711,-53.05,74,55,5.21
522,Plouzane,FR,2021-01-28 21:16:35,48.3833,-4.6167,53.6,94,90,23.02
523,Lata,PT,2021-01-28 21:16:36,40.1629,-8.3327,57.0,93,73,1.01
524,Warrnambool,AU,2021-01-28 21:16:36,-38.3833,142.4833,63.0,96,100,10.0
525,Cairns,AU,2021-01-28 21:16:36,-16.9167,145.7667,77.0,88,40,10.36
526,Kashmor,PK,2021-01-28 21:16:36,28.4333,69.5833,47.62,49,0,0.49
527,Portree,GB,2021-01-28 21:16:36,57.4129,-6.1942,36.0,92,100,8.99
528,Chapais,CA,2021-01-28 21:16:36,49.7834,-74.8492,-2.2,78,90,8.05
529,Meadow Lake,US,2021-01-28 21:13:04,34.8014,-106.5436,41.0,41,90,3.15
530,Yeniseysk,RU,2021-01-28 21:16:37,58.4497,92.1703,-25.08,83,100,8.79
531,Abu Dhabi,AE,2021-01-28 21:16:37,24.4667,54.3667,66.2,77,0,2.3
532,Ust-Kulom,RU,2021-01-28 21:16:37,61.6864,53.6902,21.79,98,93,2.57
533,Broken Hill,AU,2021-01-28 21:16:37,-31.95,141.4333,73.4,88,75,9.22
534,Kidal,ML,2021-01-28 21:16:37,18.4411,1.4078,69.19,20,0,11.36
535,Lumphat,KH,2021-01-28 21:16:37,13.4878,106.9816,67.68,63,74,8.1
536,Winnemucca,US,2021-01-28 21:16:37,40.973,-117.7357,41.0,60,90,9.22
537,Mattru,SL,2021-01-28 21:16:37,7.6244,-11.8332,77.88,75,0,4.03
538,Salina,US,2021-01-28 21:15:41,38.8403,-97.6114,33.8,75,1,13.8
539,Pochutla,MX,2021-01-28 21:16:38,15.7432,-96.4661,88.0,54,75,11.5
540,Mahuva,IN,2021-01-28 21:16:38,21.0914,71.7622,62.33,31,0,13.85
541,Ust-Tsilma,RU,2021-01-28 21:16:38,65.441,52.1498,-26.3,85,37,4.76
542,Oksfjord,NO,2021-01-28 21:16:38,70.2396,22.3479,23.0,67,75,3.44
543,Vila Franca Do Campo,PT,2021-01-28 21:16:38,37.7167,-25.4333,63.0,94,75,21.85
544,Mutoko,ZW,2021-01-28 21:16:38,-17.397,32.2268,67.44,96,100,3.94
545,Bijie,CN,2021-01-28 21:16:38,27.3125,105.2942,37.17,86,100,4.59
546,Mount Gambier,AU,2021-01-28 21:16:39,-37.8333,140.7667,66.2,94,90,5.75
547,Villa Bruzual,VE,2021-01-28 21:16:39,9.3328,-69.1208,92.43,31,3,4.07
548,Den Helder,NL,2021-01-28 21:16:39,52.9599,4.7593,37.99,93,90,13.8
549,Kisanga,TZ,2021-01-28 21:16:39,-7.4362,37.7034,75.61,84,22,7.49
550,Kichera,RU,2021-01-28 21:16:39,55.9375,110.0997,-19.8,74,33,6.33
551,Poykovskiy,RU,2021-01-28 21:16:39,61.2333,73.3333,-9.4,77,0,8.95
552,Pahrump,US,2021-01-28 21:16:39,36.2083,-115.9839,59.0,31,86,11.99
553,Japura,ID,2021-01-28 21:16:40,-0.3167,102.35,72.73,97,100,3.36
554,Aginskoye,RU,2021-01-28 21:16:40,51.1,114.53,-13.4,87,95,1.32
555,Leku,ET,2021-01-28 21:16:40,6.8667,38.45,60.62,42,9,5.21
556,Bandarbeyla,SO,2021-01-28 21:16:40,9.4942,50.8122,73.29,76,0,16.06
557,Hurricane,US,2021-01-28 21:16:40,37.1753,-113.2899,55.99,33,1,16.11
558,Salisbury,GB,2021-01-28 21:16:40,51.0693,-1.7957,52.0,100,75,12.66
559,Itarema,BR,2021-01-28 21:16:40,-2.9248,-39.9167,81.39,73,100,16.35
560,Clarence Town,AU,2021-01-28 21:16:40,-32.5833,151.7833,70.0,100,90,11.5
