City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Sungaipenuh,ID,-2.0833,101.3833,64.27,94,100,2.46,light rain
344,Homer,US,59.6425,-151.5483,27.0,80,1,9.15,clear sky
345,Opochka,RU,56.7105,28.6617,26.08,98,100,6.06,light snow
346,Teacapan,MX,22.55,-105.75,76.91,58,0,12.5,clear sky
347,Humaita,BR,-7.5061,-63.0208,78.85,91,100,1.05,moderate rain
348,Griffith,US,41.5284,-87.4237,32.0,59,90,8.05,overcast clouds
349,Douentza,ML,14.9951,-2.9517,69.4,22,0,5.39,clear sky
350,Tessalit,ML,20.1986,1.0114,64.76,24,0,12.91,clear sky
351,Kerema,PG,-7.9631,145.7785,80.22,75,100,3.24,overcast clouds
352,Kamaishi,JP,39.2667,141.8833,27.32,87,30,33.58,scattered clouds
353,Zeya,RU,53.75,127.2667,-27.33,81,48,2.75,scattered clouds
354,Grindavik,IS,63.8424,-22.4338,32.0,80,40,6.91,scattered clouds
355,Fallon,US,39.4735,-118.7774,35.6,87,75,4.61,broken clouds
356,Victoriaville,CA,46.0501,-71.9658,10.4,61,100,6.91,overcast clouds
357,Kenai,US,60.5544,-151.2583,21.0,79,90,7.83,overcast clouds
358,Fortuna,US,40.5982,-124.1573,53.01,81,1,4.61,clear sky
359,Mecca,SA,21.4267,39.8261,67.84,55,2,8.72,clear sky
360,Husavik,IS,66.0449,-17.3389,28.4,80,90,5.75,overcast clouds
361,Kalispell,US,48.1958,-114.3129,35.6,80,90,1.43,overcast clouds
362,Westport,US,41.1415,-73.3579,23.0,42,1,24.16,clear sky
363,Poli,TZ,-3.3333,36.8,75.2,60,20,11.5,light rain
364,Swellendam,ZA,-34.0226,20.4417,68.14,70,78,2.39,broken clouds
365,Nautla,MX,20.2167,-96.7833,70.54,73,77,8.59,broken clouds
366,Saint-Pierre,RE,-21.3393,55.4781,78.8,65,0,6.91,clear sky
367,Paita,PE,-5.0892,-81.1144,77.7,70,10,15.52,clear sky
368,Biscarrosse,FR,44.3945,-1.1672,53.6,100,90,5.75,overcast clouds
369,Otradnoye,RU,59.7775,30.8181,33.01,92,100,6.22,light snow
370,Miranda,CO,3.2499,-76.2281,87.8,48,40,16.11,scattered clouds
371,Talas,TR,38.6908,35.5538,23.0,86,0,5.75,clear sky
372,Waddan,LY,29.1614,16.139,57.85,46,0,4.72,clear sky
373,Hobyo,SO,5.3505,48.5268,75.58,75,20,16.37,few clouds
374,Lorengau,PG,-2.0226,147.2712,83.71,75,98,10.22,overcast clouds
375,Chunskiy,RU,56.0815,99.6342,-13.72,89,100,1.28,overcast clouds
376,Gweru,ZW,-19.45,29.8167,64.2,97,100,7.65,overcast clouds
377,Qena,EG,26.1615,32.7183,53.6,58,0,3.44,clear sky
378,Verkhnyaya Inta,RU,65.9811,60.3094,-8.41,85,99,16.67,overcast clouds
379,Joensuu,FI,62.6012,29.7632,25.0,93,90,9.22,light snow
380,Glendive,US,47.1053,-104.7125,34.0,64,1,6.91,clear sky
381,Sulangan,PH,11.1373,123.7228,79.47,81,98,28.61,overcast clouds
382,Nuuk,GL,64.1835,-51.7216,26.6,86,1,9.22,clear sky
383,Smidovich,RU,48.6,133.8167,-15.63,84,62,5.41,broken clouds
384,Torbay,CA,47.6666,-52.7314,28.99,100,90,20.71,snow
385,Mandal,IN,25.45,74.5667,50.0,45,0,0.63,clear sky
386,Jucuaran,SV,13.2539,-88.2478,96.8,24,0,8.05,clear sky
387,Payakumbuh,ID,-0.2202,100.6308,70.11,88,100,0.67,overcast clouds
388,Jiangyou,CN,31.7667,104.7167,43.12,68,71,3.8,broken clouds
389,Nabire,ID,-3.3667,135.4833,75.04,90,100,1.88,overcast clouds
390,Sola,VU,-13.8833,167.55,86.0,79,40,2.3,scattered clouds
391,Santa Fe,AR,-31.6333,-60.7,87.01,57,5,1.77,clear sky
392,Amapa,BR,1.0,-52.0,74.79,95,53,4.07,moderate rain
393,Tilichiki,RU,60.4667,166.1,-6.63,93,86,10.74,overcast clouds
394,Correntina,BR,-13.3433,-44.6367,77.25,54,53,1.21,broken clouds
395,Vostok,RU,46.4856,135.8833,-18.54,89,100,2.19,overcast clouds
396,Westonaria,ZA,-26.3191,27.6486,66.0,95,46,4.32,scattered clouds
397,Hami,CN,42.8,93.45,19.08,85,0,2.13,clear sky
398,Ferrol,ES,43.4832,-8.2369,57.99,79,100,17.0,light rain
399,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-22.43,85,100,2.82,overcast clouds
400,Show Low,US,34.2542,-110.0298,45.0,33,1,25.32,clear sky
401,Boa Vista,BR,2.8197,-60.6733,87.8,45,75,9.22,broken clouds
402,Flinders,AU,-34.5833,150.8552,72.0,98,100,3.0,light rain
403,Tokur,RU,53.1333,132.9,-30.21,85,83,1.01,broken clouds
404,Upington,ZA,-28.4478,21.2561,73.4,28,0,8.05,clear sky
405,Hanyang,CN,32.1371,105.5126,37.98,78,65,4.21,broken clouds
406,Krasnoarmeysk,RU,51.0239,45.6969,23.0,96,4,10.96,clear sky
407,Baruun-Urt,MN,46.6806,113.2792,-8.14,87,76,2.57,broken clouds
408,Tadine,NC,-21.55,167.8833,78.53,73,60,17.16,broken clouds
409,Masvingo,ZW,-20.0637,30.8277,67.64,94,100,8.39,moderate rain
410,Quijingue,BR,-10.7525,-39.2092,78.03,64,73,8.79,broken clouds
411,Chumikan,RU,54.7183,135.315,-13.38,87,100,10.63,overcast clouds
412,Lufilufi,WS,-13.8745,-171.5986,77.0,94,90,19.57,moderate rain
413,Santa Cruz,BO,-17.8,-63.1667,77.0,83,75,26.46,broken clouds
414,Chiredzi,ZW,-21.05,31.6667,72.81,93,99,3.62,overcast clouds
415,Muravlenko,RU,63.7898,74.523,-42.47,80,8,7.23,clear sky
416,Sistranda,NO,63.7256,8.834,35.6,93,75,21.85,broken clouds
417,Bilma,NE,18.6853,12.9164,62.49,27,12,5.91,few clouds
418,Beberibe,BR,-4.1797,-38.1306,82.4,78,0,9.22,clear sky
419,Moose Factory,CA,51.2585,-80.6094,1.4,78,90,10.36,light snow
420,Dengzhou,CN,37.8086,120.7508,33.57,86,0,6.85,clear sky
421,Cayenne,GF,4.9333,-52.3333,78.8,100,75,1.14,broken clouds
422,Binzhou,CN,37.3667,118.0167,41.0,60,0,3.18,clear sky
423,Puerto Ayacucho,VE,5.6639,-67.6236,88.18,51,26,5.41,scattered clouds
424,Bonthe,SL,7.5264,-12.505,78.49,84,0,6.55,clear sky
425,Tottori,JP,35.5,134.2333,33.8,80,75,6.91,light rain
426,Naze,JP,28.3667,129.4833,53.6,58,75,11.5,broken clouds
427,Denpasar,ID,-8.65,115.2167,78.8,89,20,2.3,few clouds
428,Wuwei,CN,37.9281,102.6414,21.25,70,100,3.06,overcast clouds
429,Okha,RU,53.5739,142.9478,-6.29,90,99,9.53,overcast clouds
430,Oranjemund,NA,-28.55,16.4333,61.43,85,0,11.59,clear sky
431,Mol,BE,51.192,5.1145,46.99,87,90,10.36,overcast clouds
432,San Rafael,AR,-34.6177,-68.3301,83.43,23,94,7.76,overcast clouds
433,Sungairaya,ID,0.7,108.9,75.04,94,100,10.0,overcast clouds
434,Abha,SA,18.2164,42.5053,60.8,29,0,13.8,clear sky
435,Opuwo,NA,-18.0607,13.84,71.1,61,97,5.32,overcast clouds
436,Lata,PT,40.1629,-8.3327,57.0,94,100,1.99,overcast clouds
437,Vokhtoga,RU,58.8147,41.0461,24.58,98,100,9.51,light snow
438,Sheregesh,RU,52.9209,87.9869,18.55,96,100,10.45,snow
439,Isabela,PH,6.7085,121.9711,75.2,88,75,6.42,broken clouds
440,Rawson,AR,-43.3002,-65.1023,59.36,55,24,17.83,few clouds
441,Hualmay,PE,-11.0964,-77.6139,74.61,67,6,10.11,clear sky
442,Khandyga,RU,62.6667,135.6,-52.96,75,83,1.23,broken clouds
443,Zhezkazgan,KZ,47.8043,67.7144,13.51,94,38,12.01,scattered clouds
444,Gallup,US,35.5281,-108.7426,50.0,22,1,27.63,clear sky
445,Shimanovsk,RU,52.0,127.7,-29.87,84,78,4.16,broken clouds
446,La Ronge,CA,55.1001,-105.2842,8.6,78,100,2.3,overcast clouds
447,Araouane,ML,18.9048,-3.5265,70.03,21,0,7.65,clear sky
448,Yeniseysk,RU,58.4497,92.1703,-21.66,87,100,4.32,overcast clouds
449,Kristiinankaupunki,FI,62.2743,21.376,20.68,95,100,15.21,overcast clouds
450,Nizhniy Tagil,RU,57.9194,59.965,14.97,96,100,9.35,overcast clouds
451,Gabu,GW,12.2833,-14.2167,77.43,18,2,4.41,clear sky
452,Batemans Bay,AU,-35.7167,150.1833,69.01,97,100,3.0,light rain
453,Mitu,CO,1.1983,-70.1733,85.71,64,35,2.89,scattered clouds
454,Magdagachi,RU,53.45,125.8,-28.84,85,96,2.93,overcast clouds
455,Benguela,AO,-12.5763,13.4055,75.47,81,61,4.59,broken clouds
456,Pauini,BR,-7.7136,-66.9764,77.29,93,100,0.83,overcast clouds
457,Talikota,IN,16.4833,76.3167,66.99,63,90,9.35,overcast clouds
458,Yuli,NG,9.6989,10.2744,77.16,18,0,10.45,clear sky
459,Novoilinsk,RU,51.6829,108.7143,-10.39,87,100,1.61,overcast clouds
460,Glens Falls,US,43.3095,-73.644,12.2,44,1,5.75,clear sky
461,Hakodate,JP,41.7758,140.7367,30.2,93,75,12.66,snow
462,Turayf,SA,31.6725,38.6637,41.0,100,20,16.11,few clouds
463,Livingston,GB,55.9029,-3.5226,37.99,81,90,13.8,overcast clouds
464,Sile,TR,41.1754,29.6133,48.2,61,0,17.27,clear sky
465,Chaplynka,UA,46.3651,33.5403,39.2,88,100,5.68,overcast clouds
466,Galveston,US,29.3669,-94.9669,62.01,67,40,17.27,scattered clouds
467,Whitianga,NZ,-36.8333,175.7,64.87,51,2,12.12,clear sky
468,Hambantota,LK,6.1241,81.1185,75.69,81,100,10.92,overcast clouds
469,Alice Springs,AU,-23.7,133.8833,79.0,69,90,8.05,overcast clouds
470,Mattru,SL,7.6244,-11.8332,77.41,84,0,3.83,clear sky
471,Ojinaga,MX,29.5667,-104.4167,72.0,28,1,3.44,clear sky
472,Mackenzie,CA,55.2999,-123.1698,1.4,71,90,4.61,light snow
473,Dzhebariki-Khaya,RU,62.2167,135.8,-52.26,74,75,1.63,broken clouds
474,Laredo,US,27.5064,-99.5075,73.4,53,75,14.97,broken clouds
475,Tooele,US,40.5308,-112.2983,50.0,50,90,25.32,overcast clouds
476,Naples,IT,40.8333,14.25,57.2,82,20,12.66,few clouds
477,Gimli,CA,50.6336,-96.9907,15.8,79,100,10.36,overcast clouds
478,Faya,SA,18.3851,42.4509,60.8,29,0,13.8,clear sky
479,Taoudenni,ML,22.6783,-3.9836,72.16,21,0,12.82,clear sky
480,Svetlogorsk,BY,52.6333,29.7333,19.51,97,96,9.86,overcast clouds
481,Turje,HU,46.9837,17.1074,41.0,100,100,6.91,mist
482,San Rafael Del Sur,NI,11.8485,-86.4384,89.6,43,20,20.71,few clouds
483,Mezhdurechenskiy,RU,59.6,65.9333,-12.08,88,98,9.19,overcast clouds
484,Manyana,BW,-23.4,21.7167,71.01,78,90,6.64,light rain
485,Wucheng,CN,29.6008,118.175,38.19,74,35,1.54,scattered clouds
486,Lermontovka,RU,47.1453,134.3383,-22.59,84,19,0.72,few clouds
487,Port Blair,IN,11.6667,92.75,78.75,81,63,7.45,broken clouds
488,Calbuco,CL,-41.768,-73.1273,62.6,59,0,14.97,clear sky
489,Jumla,NP,29.2747,82.1838,26.4,69,0,3.6,clear sky
490,Itarema,BR,-2.9248,-39.9167,80.26,78,95,12.24,overcast clouds
491,Penzance,GB,50.1186,-5.5371,50.0,100,75,14.97,moderate rain
492,Karoi,ZW,-16.8099,29.6925,66.0,90,100,2.17,overcast clouds
493,Necochea,AR,-38.5473,-58.7368,73.99,47,77,5.39,broken clouds
494,Ruza,RU,55.699,36.1952,27.0,86,75,8.95,light snow
495,Oriximina,BR,-1.7656,-55.8661,78.44,89,89,2.42,moderate rain
496,Kankaanpaa,FI,61.8,22.4167,18.0,86,0,11.5,clear sky
497,Nome,US,64.5011,-165.4064,-0.4,65,1,3.44,clear sky
498,Okhotsk,RU,59.3833,143.3,-13.63,84,0,5.48,clear sky
499,Atambua,ID,-9.1061,124.8925,74.75,91,100,6.67,moderate rain
500,Miri,MY,4.4148,114.0089,77.0,100,40,4.61,scattered clouds
501,Borogontsy,RU,62.6683,131.1683,-47.29,76,100,1.23,overcast clouds
502,Comillas,PH,15.3982,120.7007,69.8,78,75,4.61,broken clouds
503,Srivardhan,IN,18.0333,73.0167,72.77,49,100,5.03,overcast clouds
504,Dali,CN,25.7,100.1833,39.36,72,0,3.38,clear sky
505,Cap Malheureux,MU,-19.9842,57.6142,77.0,84,0,5.01,light rain
506,Vestmannaeyjar,IS,63.4427,-20.2734,36.61,79,97,7.92,overcast clouds
507,Kachiry,KZ,53.0675,76.1036,13.44,94,56,7.38,broken clouds
508,Falmouth,GB,50.1544,-5.0711,50.0,100,75,14.97,heavy intensity rain
509,Beira,MZ,-19.8436,34.8389,80.29,82,100,5.95,overcast clouds
510,Grand Gaube,MU,-20.0064,57.6608,77.0,84,0,5.01,light rain
511,Wyndham,US,37.6985,-77.6125,36.0,30,40,10.36,scattered clouds
512,Arman,RU,59.7,150.1667,-17.45,78,23,10.94,few clouds
513,Ancud,CL,-41.8697,-73.8203,62.6,51,0,8.05,clear sky
514,Porto Walter,BR,-8.2686,-72.7439,84.99,70,22,2.08,few clouds
515,Curitiba,BR,-25.504,-49.2908,71.01,100,75,12.66,moderate rain
516,Birjand,IR,32.8663,59.2211,48.2,12,0,11.5,clear sky
517,Rosarito,MX,32.3333,-117.0333,60.8,67,75,12.66,broken clouds
518,Buala,SB,-8.145,159.5921,83.05,80,100,12.06,light rain
519,Mbandaka,CD,0.0487,18.2603,74.19,88,64,2.06,light rain
520,Dalby,AU,-27.1833,151.2667,71.6,78,75,8.05,broken clouds
521,Duobao,CN,30.67,112.6895,46.99,74,100,0.4,overcast clouds
522,Shwebo,MM,22.5667,95.7,63.3,66,0,1.74,clear sky
523,Deputatskiy,RU,69.3,139.9,-31.14,86,100,2.17,overcast clouds
524,Sangar,RU,63.9242,127.4739,-50.15,75,100,1.25,overcast clouds
525,Mongu,ZM,-15.2484,23.1274,68.72,93,99,2.82,moderate rain
526,Preobrazheniye,RU,42.9019,133.9064,0.48,79,20,8.61,few clouds
527,Hamilton,US,39.1834,-84.5333,34.0,51,90,3.44,overcast clouds
528,Vidalia,US,32.2177,-82.4135,55.4,26,1,2.93,clear sky
529,Sorong,ID,-0.8833,131.25,78.48,82,100,5.99,overcast clouds
530,Sigli,ID,5.3848,95.9609,78.1,80,100,4.81,overcast clouds
531,Finsterwalde,DE,51.6333,13.7167,30.2,93,75,6.91,light snow
532,Comodoro Rivadavia,AR,-45.8667,-67.5,62.6,42,40,10.36,scattered clouds
533,Yulara,AU,-25.2406,130.9889,78.8,65,100,10.36,overcast clouds
534,Waingapu,ID,-9.6567,120.2641,78.49,82,85,13.4,overcast clouds
535,Ghatsila,IN,22.6,86.4833,58.53,45,49,3.53,scattered clouds
536,Port Shepstone,ZA,-30.7414,30.455,73.08,86,41,8.63,scattered clouds
537,Kodinsk,RU,58.6881,99.1844,-28.7,80,93,6.82,overcast clouds
538,Adrar,MR,20.5022,-10.0711,68.38,22,0,9.73,clear sky
539,Kurumkan,RU,54.3,110.3,-21.59,78,100,2.75,overcast clouds
540,Nizhniy Tsasuchey,RU,50.5167,115.1333,-18.26,81,91,2.62,overcast clouds
541,Kavaratti,IN,10.5669,72.642,80.22,73,12,9.42,few clouds
542,Kemise,ET,10.7167,39.8667,60.98,39,0,2.44,clear sky
543,Belmonte,BR,-15.8631,-38.8828,80.6,65,40,12.66,scattered clouds
544,Vanimo,PG,-2.6741,141.3028,78.82,81,100,9.35,heavy intensity rain
545,Bumba,CD,2.1833,22.4667,72.09,93,42,4.0,scattered clouds
546,Inirida,CO,3.8653,-67.9239,85.26,65,31,1.79,scattered clouds
547,Kondinskoye,RU,59.6481,67.41,-14.98,87,92,10.78,overcast clouds
548,Sakaiminato,JP,35.55,133.2333,35.6,64,75,10.36,broken clouds
549,Chabahar,IR,25.2919,60.643,67.26,56,0,7.54,clear sky
550,Atbasar,KZ,51.8,68.3333,14.07,92,0,6.15,clear sky
551,Marzuq,YE,14.4,46.4667,58.5,44,0,3.94,clear sky
552,Ajdabiya,LY,30.7554,20.2263,58.98,66,0,9.91,clear sky
553,Paamiut,GL,61.994,-49.6678,33.37,83,69,7.63,broken clouds
554,Aksarka,RU,66.5606,67.7975,-43.02,80,24,2.75,few clouds
555,Imbituba,BR,-28.24,-48.6703,73.4,100,75,8.05,broken clouds
556,Thunder Bay,CA,48.4001,-89.3168,16.0,52,20,6.91,few clouds
557,Yeppoon,AU,-23.1333,150.7333,77.0,69,40,8.05,scattered clouds
558,Chapeco,BR,-27.0964,-52.6183,71.08,95,94,3.38,overcast clouds
559,Leningradskiy,RU,69.3833,178.4167,-24.02,84,98,8.95,overcast clouds
560,Kirakira,SB,-10.4544,161.9205,82.62,80,100,14.56,overcast clouds
561,Caravelas,BR,-17.7125,-39.2481,77.45,80,0,6.91,clear sky
562,Forio,IT,40.7342,13.8646,59.0,84,0,10.0,clear sky
563,Sibolga,ID,1.7427,98.7792,74.07,91,100,1.48,light rain
564,Huilong,CN,31.8111,121.655,41.0,75,0,10.58,clear sky
565,Aksha,RU,50.2814,113.2867,-17.03,82,98,1.32,overcast clouds
566,Labuhan,ID,-6.8844,112.2051,77.25,88,100,18.3,overcast clouds
567,Kloulklubed,PW,7.0419,134.2556,80.94,74,100,22.95,overcast clouds
568,Ucluelet,CA,48.9329,-125.5528,45.0,87,90,18.41,overcast clouds
569,Mareeba,AU,-17.0,145.4333,79.0,89,75,9.22,broken clouds
570,Havoysund,NO,70.9963,24.6622,21.2,79,75,10.36,light snow
571,Nanakuli,US,21.3906,-158.1547,78.8,57,1,8.05,clear sky
572,Makakilo City,US,21.3469,-158.0858,78.8,57,1,8.05,clear sky
573,Manbij,SY,36.5281,37.9549,35.6,69,0,10.36,clear sky
574,Roald,NO,62.5833,6.1333,33.8,93,90,18.41,light snow
575,Ainazi,LV,57.8636,24.3578,27.21,98,100,13.47,light snow
576,Saint-Joseph,RE,-21.3667,55.6167,78.8,65,0,6.91,clear sky
577,Acapulco,MX,16.8634,-99.8901,86.0,66,40,11.5,scattered clouds
578,Never,FR,46.9896,3.159,46.4,93,0,10.36,clear sky
579,Kosh-Agach,RU,50.0,88.6667,-6.84,87,70,2.26,broken clouds
580,Surt,LY,31.2089,16.5887,64.69,48,0,13.24,clear sky
581,Furano,JP,43.2818,142.4743,21.2,73,75,10.36,light snow
582,Pevek,RU,69.7008,170.3133,-29.18,85,5,3.0,clear sky
583,Eskil,TR,38.4017,33.4131,31.68,83,0,8.84,clear sky
584,Along,IN,28.1667,94.7667,48.79,61,16,1.48,few clouds
585,Liangxiang,CN,39.7319,116.14,26.01,41,0,0.89,clear sky
586,Sinnamary,GF,5.3833,-52.95,77.22,88,98,12.39,light rain
587,Ulaangom,MN,49.9811,92.0667,-7.38,87,65,2.53,broken clouds
588,Pitiquito,MX,30.7,-112.0833,70.0,32,1,5.99,clear sky
589,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,88,20,9.22,few clouds
590,Fukuma,JP,33.7667,130.4667,32.0,69,20,9.22,few clouds
591,Broome,US,42.2506,-75.833,15.01,62,20,14.97,few clouds
592,Mezhdurechensk,RU,53.6942,88.0603,22.15,96,100,11.79,snow
593,Chateaubelair,VC,13.2833,-61.25,78.8,78,40,12.66,scattered clouds
594,Botad,IN,22.1667,71.6667,55.26,36,87,9.66,overcast clouds
595,San Ramon,US,37.7799,-121.978,55.0,58,75,5.75,broken clouds
596,Mangaratiba,BR,-22.9597,-44.0406,84.2,58,0,9.22,clear sky
597,Gdov,RU,58.7406,27.8122,26.35,99,95,5.75,light snow
598,Hovd,MN,48.0056,91.6419,11.03,80,100,0.54,overcast clouds
599,Kampong Thum,KH,12.7111,104.8887,66.63,67,90,4.68,overcast clouds
600,Maceio,BR,-9.6658,-35.7353,75.2,94,75,2.3,broken clouds
601,Lakes Entrance,AU,-37.8811,147.981,66.0,95,87,1.01,overcast clouds
602,Korla,CN,41.7597,86.1469,22.24,83,0,3.27,clear sky
603,Sergeyevka,KZ,53.88,67.4158,16.74,93,33,7.25,scattered clouds
604,Llanes,ES,43.4198,-4.7549,58.57,68,89,7.29,light rain
605,Kuryk,KZ,43.2,51.65,35.69,84,0,6.91,clear sky
606,Mucuri,BR,-18.0864,-39.5508,78.4,78,0,11.97,clear sky
607,Puerto Escondido,MX,15.85,-97.0667,84.52,54,12,6.35,few clouds
608,Paka,MY,4.6374,103.4368,78.8,78,100,4.61,overcast clouds
609,Dunedin,NZ,-45.8742,170.5036,55.99,66,63,10.0,broken clouds
610,Lambarene,GA,-0.7001,10.2406,77.27,89,100,5.14,moderate rain
611,Corbelia,BR,-24.7989,-53.3067,75.2,94,40,11.5,heavy intensity rain
612,Kampene,CD,-3.6,26.6667,69.22,94,100,2.21,overcast clouds
613,Gusau,NG,12.1628,6.6614,70.75,21,0,11.21,clear sky
614,Tiznit,MA,29.5833,-9.5,62.6,47,0,0.89,clear sky
615,Road Town,VG,18.4167,-64.6167,78.8,69,20,5.75,few clouds
616,Artyshta,RU,54.1222,86.2909,17.82,97,100,12.46,overcast clouds
617,Charlestown,AU,-32.95,151.6667,75.0,95,99,5.12,overcast clouds
618,Impfondo,CG,1.6381,18.0667,73.65,88,63,2.77,light rain
619,Nara,JP,34.6851,135.8049,33.01,86,40,3.44,scattered clouds
620,Joura,IN,26.3411,77.8115,48.02,50,0,3.38,clear sky
621,Kahului,US,20.8947,-156.47,78.8,57,40,23.02,scattered clouds
622,Rumoi,JP,43.9344,141.6428,22.42,96,100,13.06,snow
623,Fairbanks,US,64.8378,-147.7164,5.0,77,1,2.21,clear sky
624,Nouadhibou,MR,20.931,-17.0347,75.2,38,0,14.97,clear sky
625,Brokopondo,SR,4.75,-55.1667,77.07,89,100,8.32,overcast clouds
626,Nisporeni,MD,47.0814,28.1783,32.0,93,0,6.91,clear sky
627,Lompoc,US,34.6391,-120.4579,52.0,93,75,3.44,broken clouds
628,Tonj,SS,7.2737,28.6822,77.68,17,2,6.31,clear sky
629,Ericeira,PT,38.9627,-9.4156,57.0,99,99,11.01,overcast clouds
630,Middletown,US,39.5151,-84.3983,33.01,55,1,3.44,clear sky
631,Stephenville,US,32.2207,-98.2023,63.0,51,1,9.22,clear sky
632,Zabol,AF,32.25,67.25,32.88,68,40,2.17,scattered clouds
633,Khalabat,PK,34.06,72.8894,44.01,64,0,8.19,clear sky
634,Annonay,FR,45.2397,4.6708,45.0,70,0,3.44,clear sky
635,Lahij,YE,13.1667,44.5833,68.11,68,0,3.85,clear sky
636,Progreso,MX,21.2833,-89.6667,82.4,47,40,9.22,scattered clouds
637,Lillooet,CA,50.6856,-121.942,32.0,64,90,2.3,overcast clouds
638,Laguna,US,38.421,-121.4238,53.01,76,40,4.61,scattered clouds
639,Parana,AR,-31.732,-60.5238,87.01,57,10,4.05,clear sky
640,Rozkishne,UA,48.5074,39.3004,35.91,84,100,18.72,light rain
641,Sibut,CF,5.718,19.0739,76.26,46,84,1.23,broken clouds
642,Brae,GB,60.3964,-1.353,33.8,75,34,11.5,scattered clouds
643,Deer Lake,CA,49.1667,-57.4316,24.8,58,1,3.44,clear sky
644,Santo Antonio Do Ica,BR,-3.1022,-67.9397,84.25,72,71,2.13,broken clouds
645,Lithgow,AU,-33.4833,150.15,61.0,43,76,7.14,light rain
646,Los Llanos De Aridane,ES,28.6585,-17.9182,64.99,88,40,6.91,scattered clouds
647,Sangmelima,CM,2.9333,11.9833,70.59,89,40,3.24,scattered clouds
648,Bouna,CI,9.2667,-3.0,79.48,17,0,4.03,clear sky
649,Ongandjera,NA,-17.8833,15.0667,74.46,62,100,7.74,overcast clouds
650,Catuday,PH,16.2923,119.8062,72.59,74,18,12.48,few clouds
651,Kota Belud,MY,6.351,116.4305,73.4,94,20,3.44,few clouds
652,Helong,CN,42.5397,128.9972,4.66,90,88,3.33,overcast clouds
653,Miandrivazo,MG,-19.5167,45.4667,79.77,81,45,0.58,moderate rain
654,Corinto,GR,37.9407,22.9573,53.01,63,68,1.01,broken clouds
655,Shizunai,JP,42.3339,142.3669,26.56,93,73,16.67,broken clouds
656,Tual,ID,-5.6667,132.75,83.46,73,100,13.15,overcast clouds
657,The Pas,CA,53.8251,-101.2541,14.0,85,90,16.11,light snow
658,Iralaya,HN,15.0,-83.2333,79.48,68,1,11.36,clear sky
659,Narok,KE,-1.0783,35.8601,59.56,75,90,1.97,overcast clouds
660,Puerto El Triunfo,SV,13.2833,-88.55,96.8,24,0,8.05,clear sky
661,Semnan,IR,35.5729,53.3971,44.35,58,79,1.66,broken clouds
662,Labe,GN,11.3182,-12.2833,65.93,26,0,2.37,clear sky
663,Sao Domingos,BR,-13.3983,-46.3183,77.05,58,48,4.29,scattered clouds
664,Whangamata,NZ,-37.2,175.8667,66.99,49,9,3.0,clear sky
665,Fort Nelson,CA,58.8053,-122.7002,-11.2,70,75,1.92,broken clouds
666,Ust-Barguzin,RU,53.45,108.9833,-16.58,87,100,4.72,overcast clouds
667,Cam Ranh,VN,11.9214,109.1591,71.6,64,20,9.22,few clouds
668,Puerto Del Rosario,ES,28.5004,-13.8627,66.2,68,0,8.05,clear sky
669,Kapuskasing,CA,49.4169,-82.4331,3.2,78,100,8.05,overcast clouds
670,Kemi,FI,65.8596,24.8228,14.0,92,75,8.05,broken clouds
671,Daye,CN,30.0833,114.95,45.57,58,92,2.57,overcast clouds
672,Balaguer,ES,41.7912,0.8109,55.0,87,0,10.36,clear sky
673,Hay River,CA,60.8156,-115.7999,-5.8,71,13,3.44,few clouds
674,Bayir,TR,37.2687,28.2167,46.4,76,75,4.61,broken clouds
675,Beisfjord,NO,68.3751,17.5988,14.0,67,0,5.75,clear sky
676,Urazovka,RU,55.4013,45.6186,24.3,96,86,12.46,overcast clouds
677,Omsukchan,RU,62.5333,155.8,-29.74,81,99,5.03,overcast clouds
678,Pangai,TO,-19.8,-174.35,80.6,83,75,9.22,light rain
679,Savannah Bight,HN,16.45,-85.85,77.0,78,75,6.31,broken clouds
680,Arlit,NE,18.7369,7.3853,61.3,27,25,4.83,scattered clouds
681,Abalak,RU,58.1286,68.5944,2.5,94,100,8.57,overcast clouds
682,Yining,CN,29.0361,114.5636,46.99,63,97,0.13,overcast clouds
683,Xining,CN,36.6167,101.7667,14.23,73,100,1.92,overcast clouds
684,Acuitzio,MX,20.345,-101.9771,81.1,20,75,2.48,broken clouds
685,Katherine,AU,-14.4667,132.2667,75.2,94,75,5.75,broken clouds
686,Grahamstown,ZA,-33.3042,26.5328,64.0,88,18,2.35,few clouds
687,Taltal,CL,-25.4,-70.4833,69.67,59,22,4.14,few clouds
688,Leh,IN,34.1667,77.5833,-0.62,65,20,2.35,few clouds
689,Siocon,PH,7.7061,122.1353,76.64,83,100,7.43,overcast clouds
690,Meulaboh,ID,4.1363,96.1285,74.34,88,100,6.8,overcast clouds
691,Batagay,RU,67.6333,134.6333,-44.77,75,100,0.36,overcast clouds
692,Jalingo,NG,8.8833,11.3667,77.23,18,0,5.14,clear sky
693,Qingyuan,CN,23.7,113.0333,53.6,76,0,2.24,clear sky
694,Tunceli,TR,39.1083,39.5471,32.0,100,90,6.91,light snow
695,Menzelinsk,RU,55.7271,53.1026,24.8,93,90,6.71,light snow
696,Werda,BW,-25.2667,23.2833,73.94,69,68,4.68,broken clouds
